CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Heart Failure,Hospitalization,2017,San Marcos,SRA,SAN MARCOS,51,NORTH INLAND,Supervisorial District 5,218,220.23,196.92,,,,,,,46,193.91,168,"1,229.59",105,215.84,230.14,,,,,,,20,175.05,81,"1,373.76",113,224.49,171.23,,,,,,,26,211.9,113,568.16,87,"1,120.44",161,341.58,,,,,,,32,246.14,126,"1,314.51",82,352.46,,,,,,,15,233.13,64,"1,527.58",79,330.98,,,,,,,17,259.17,79,667.62,63,"1,150.87",5,183.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,98.56,,,,,,,10,137.85,26,"1,119.37",14,78.33,,,,,,,,,11,"1,122.18",22,118.32,,,,,,,7,192.31,22,431.86,15,"1,117.21",9,97.49,,,,,,,,,8,616.09,,,,,,,,,,,,,7,141.88,,,,,,,,,7,320.52,7,852.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,197.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,Valley Center,SRA,VALLEY CENTER,53,NORTH INLAND,Supervisorial District 5,56,244.58,204.14,,,,,,,12,195.68,42,"1,107.01",33,290.8,264.67,,,,,,,8,297.65,22,"1,277.31",23,199.05,145.89,,,,,,,,,23,447.34,20,962.57,41,311.16,,,,,,,7,184.71,34,"1,127.22",24,362.38,,,,,,,7,374.6,17,"1,189.18",17,260.06,,,,,,,,,17,484.51,17,"1,072.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,141.27,,,,,,,,,5,"1,084.24",6,174.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,South Region,Region,SOUTH,4,SOUTH,NA,"1,629",325.09,346.98,,,,,57,43.19,382,330.46,"1,186","2,052.58",848,336,409.82,,,,,35,50.7,248,438.02,563,"2,259.77",781,314.03,292.83,,,,,22,34.95,134,227.21,757,824.22,623,"1,895.52",460,466.92,,,,,8,32.22,73,270.87,379,"1,811.58",250,469.92,,,,,8,56.1,49,338.47,193,"1,916.58",210,463.39,,,,,,,24,192.42,210,900.36,186,"1,714.13",89,424.23,,,,,5,79.82,46,894.59,38,"2,013.78",46,382.44,,,,,,,28,949.8,14,"1,535.09",43,480.39,,,,,,,18,820.42,42,"1,325.34",24,"2,461.54",769,251.99,,,,,30,37.39,204,314.72,531,"2,194.85",396,263.98,,,,,14,34.75,131,430.14,249,"2,588.36",373,240.39,,,,,16,40.04,73,212.43,355,725.41,282,"1,935.09",234,377.41,,,,,11,63.95,36,213.06,187,"1,897.9",109,366.39,,,,,7,79.91,24,305.38,78,"2,005.14",125,387.57,,,,,,,12,132.77,121,806.61,109,"1,827.94",6,383.63,,,,,,,,,5,"1,689.19",,,,,,,,,,,,,,,,,,,,,,,,,,,61,474.89,,,,,,,21,"1,400.93",38,"6,022.19",38,579.53,,,,,,,16,"2,197.8",21,"7,394.37",23,365.78,,,,,,,5,648.51,22,"1,967.8",17,"4,899.14"
Heart Failure,Hospitalization,2017,Chula Vista,SRA,CHULA VISTA,21,SOUTH,Supervisorial District 1,474,386.09,387.25,,,,,23,74.57,106,371.71,342,"2,215.65",251,415.72,469.68,,,,,11,68.99,75,541.94,165,"2,497.2",222,357.3,317.64,,,,,12,80.25,31,211.59,208,883.61,177,"2,005.46",158,689.12,,,,,5,90.56,24,373.11,129,"2,221.73",92,769.81,,,,,5,165.28,19,557.14,68,"2,419.51",66,601.54,,,,,,,5,165.85,66,"1,093.51",61,"2,036.6",16,399.58,,,,,,,10,958.27,5,"1,254.04",6,278.56,,,,,,,,,,,10,530.07,,,,,,,7,"1,324.06",9,"1,331.32",,,222,269.64,,,,,12,58.34,58,325.8,149,"2,104.3",112,281.22,,,,,,,41,484.91,67,"2,433.49",109,258.71,,,,,9,79.1,17,184.43,99,722.08,82,"1,894.08",53,485.93,,,,,5,156.32,5,173.73,44,"2,253.29",24,449.47,,,,,,,,,18,"2,474.08",30,519.11,,,,,,,,,27,951.72,25,"2,117.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,887.57,,,,,,,8,"3,189.1",12,"8,813.23",15,"1,294.39",,,,,,,8,"6,837.44",6,"10,132.07",5,467.56,,,,,,,,,5,"2,552.67",5,"7,645.5"
Heart Failure,Hospitalization,2017,Coronado,SRA,CORONADO,3,SOUTH,Supervisorial District 1,27,110.01,83.72,,,,,,,,,26,695.56,8,55.44,60.97,,,,,,,,,7,411.04,19,187.9,98.98,,,,,,,,,19,413.04,19,933.66,24,139.91,,,,,,,,,23,687.39,8,80.46,,,,,,,,,7,455.43,16,221.88,,,,,,,,,16,423.28,16,884.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,National City,SRA,NATIONAL CITY,4,SOUTH,Supervisorial District 1,305,503.55,576.75,,,,,12,73.13,75,596.77,218,"3,455.26",134,424.5,585.82,,,,,9,101.49,47,763.57,78,"3,026.62",171,590.12,551.29,,,,,,,28,437.31,168,"1,657.65",140,"3,752.12",62,787.82,,,,,,,11,785.17,51,"4,082.8",26,514.85,,,,,,,5,639.75,21,"3,672.47",36,"1,285.03",,,,,,,6,968.71,36,"2,806.37",30,"4,434.43",19,724.85,,,,,,,7,"1,512.92",12,"4,838.4",6,404.05,,,,,,,,,,,13,"1,191.23",,,,,,,,,13,"3,676.99",10,"7,516.81",143,373.65,,,,,6,58.88,42,539.17,94,"3,128.48",67,349.32,,,,,,,27,722.72,35,"2,921.57",76,397.84,,,,,,,15,373.3,74,"1,250.97",59,"3,264.95",73,704.85,,,,,,,14,501.51,56,"3,249.1",29,562.79,,,,,,,10,739,15,"2,346.12",44,843.77,,,,,,,,,44,"1,809.89",40,"3,807.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,486.72,,,,,,,,,5,"6,943.89",5,620.45,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,South Bay,SRA,SOUTH BAY,22,SOUTH,Supervisorial District 1,437,325.87,367.71,,,,,6,16.04,130,424.16,301,"2,117.75",249,358.96,472.07,,,,,6,28.91,77,498.02,166,"2,687.62",188,290.33,283.59,,,,,,,53,349.17,188,808.26,135,"1,677.91",103,498.69,,,,,,,26,430.62,77,"1,956.85",56,472.03,,,,,,,16,454.14,39,"1,979.94",47,534.65,,,,,,,10,397.59,47,"1,069.78",37,"1,933.04",30,547.94,,,,,,,18,"1,217.05",11,"2,567.43",22,578.55,,,,,,,14,"1,385.56",6,"2,694.93",9,484.74,,,,,,,,,9,"1,329.22",5,"2,428.73",237,256.71,,,,,,,67,344.52,167,"2,273.33",128,276.44,,,,,,,38,406.64,87,"2,945.49",109,236.98,,,,,,,30,288.57,109,747.82,80,"1,820.03",47,386.57,,,,,,,13,388,34,"1,485.34",31,535.28,,,,,,,7,462.19,24,"2,663.18",16,249.36,,,,,,,6,327.41,16,492.39,10,708.18,5,"1,058.28",,,,,,,,,5,"5,767.79",,,,,,,,,,,,,,,,,,,,,,,,,,,14,463.91,,,,,,,7,"1,811.83",7,"4,095.57",10,629.37,,,,,,,,,7,"8,365.32",,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,Sweetwater,SRA,SWEETWATER,20,SOUTH,Supervisorial District 1,357,235.84,271.16,,,,,15,38.4,68,189.4,273,"1,660.7",191,257.11,331.45,,,,,8,43.26,47,271.98,135,"1,895.93",166,215.34,220.33,,,,,7,33.6,21,112.09,159,571.32,138,"1,481.2",103,348.86,,,,,,,11,130.67,89,"1,530.88",61,405.89,,,,,,,8,183.8,51,"1,815.91",41,288.87,,,,,,,,,41,590.56,39,"1,268.61",22,287.89,,,,,,,11,571.39,10,"1,256.11",12,291.08,,,,,,,7,639.38,,,11,284.48,,,,,,,5,497.33,10,775.65,6,"1,428.55",157,191.24,,,,,9,40.71,35,200.66,113,"1,874.92",85,213.88,,,,,,,25,305.72,57,"2,372.68",72,169.96,,,,,5,49.51,10,109.55,66,509.85,56,"1,545.79",54,208.32,,,,,,,,,48,"1,357.79",23,186.83,,,,,,,,,18,"1,278.63",31,227.93,,,,,,,,,30,509.49,29,"1,412.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,317.56,,,,,,,5,787.79,11,"5,151.34",8,316.9,,,,,,,,,,,8,318.21,,,,,,,,,8,"1,877.66",7,"5,750.22"
Heart Failure,ED Discharge,2017,Fallbrook,SRA,FALLBROOK,55,NORTH INLAND,Supervisorial District 5,21,43.32,31.87,,,,,,,,,18,194.05,11,45.45,35.7,,,,,,,,,9,221.78,10,41.22,28.69,,,,,,,,,9,83.48,8,170.68,19,72.95,,,,,,,,,17,232.32,9,69.91,,,,,,,,,8,246.75,10,75.92,,,,,,,,,9,121.98,8,219.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,Supervisorial District 1,SupervisorDistrict,1ST SUPERVISORIAL DIST,1,NA,Supervisorial District 1,"2,020",320.58,351.77,,,,,97,57.7,515,362.19,"1,403","1,994.04","1,063",330.63,413.19,,,,,66,74.45,342,488.34,653,"2,147.92",956,310.11,295.72,,,,,31,38.86,173,239.78,923,823.4,750,"1,877.07",525,412,,,,,8,24,92,279.43,425,"1,694.43",285,402.28,,,,,8,40.86,67,374.96,210,"1,749.21",240,424.19,,,,,,,25,166.82,240,850.38,214,"1,643.93",207,621.69,,,,,34,350.39,89,"1,105.13",83,"2,638.8",118,624.78,,,,,27,443.39,61,"1,355.2",30,"2,076.88",88,617.61,,,,,8,201.77,28,789.44,81,"1,540.87",53,"3,128.57",898,239.55,,,,,39,39.31,252,321.29,603,"2,083.7",460,248.38,,,,,21,42.87,157,424.01,280,"2,413.99",437,230.91,,,,,18,35.7,95,229.23,418,712.77,323,"1,862.91",294,385.72,,,,,12,56.31,49,238.34,232,"1,929.55",139,378.26,,,,,8,73.22,34,355.38,97,"2,032.67",154,392.69,,,,,,,15,136.97,150,822.73,135,"1,862.01",6,281.68,,,,,,,,,5,"1,347.08",,,,,,,,,,,,,,,,,,,,,,,,,,,77,469.37,,,,,,,29,"1,546.26",44,"5,659.01",48,567.03,,,,,,,21,"2,320.4",26,"7,245.21",28,363.54,,,,,,,8,813.36,27,"1,888.14",19,"4,346"
Heart Failure,SNF/Intermediate Care,2017,Coastal,SRA,COASTAL,11,NORTH CENTRAL,Supervisorial District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,Supervisorial District 2,SupervisorDistrict,2ND SUPERVISORIAL DIST,2,NA,Supervisorial District 2,"1,808",277.44,230.74,,,,,70,43.22,519,305.4,"1,212","1,185.74","1,007",313.2,287.07,,,,,49,59.41,339,410.47,615,"1,357.09",801,242.63,182.66,,,,,21,26.67,180,206.04,777,538.53,597,"1,049.25","1,154",314.56,,,,,27,31.4,280,255.86,847,"1,092.77",655,358.11,,,,,19,42.46,198,365.32,437,"1,244.41",500,271.36,,,,,8,19.46,81,147.74,491,504.31,410,966.99,137,443.55,,,,,12,139.13,76,969.32,48,"1,522.64",73,468.05,,,,,6,128.13,44,"1,123.51",23,"1,667.99",64,418.63,,,,,6,151.09,32,813.32,57,"1,001.4",25,"1,410.8",270,143.77,,,,,18,36.32,95,254.15,152,"1,115.75",154,167.1,,,,,15,61.3,56,317.74,79,"1,402.51",116,121.22,,,,,,,39,197.72,112,401.86,73,912.06,68,170.33,,,,,9,77.45,19,166.68,40,622.4,30,168.56,,,,,6,111.88,10,224.82,14,552.11,38,171.77,,,,,,,8,124.99,35,330.83,27,666.33,7,199.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,712.19,,,,,,,43,"1,305.16",115,"11,138.54",85,762.64,,,,,,,24,"1,458.69",59,"13,062.92",76,663.26,,,,,,,19,"1,152.16",75,"3,376.57",56,"9,646.19"
Heart Failure,Hospitalization,2017,Supervisorial District 3,SupervisorDistrict,3RD SUPERVISORIAL DIST,3,NA,Supervisorial District 3,"1,140",171,152.81,,,,,27,15.66,208,119.25,905,937.85,578,174.45,179.85,,,,,16,18.08,134,157.56,428,993.21,562,167.6,131.04,,,,,11,13.17,74,82.88,551,386.03,477,893.13,774,225.77,,,,,5,6.08,98,97.49,671,"1,000.53",393,227.19,,,,,5,11.68,64,125.69,324,"1,054.56",381,224.32,,,,,,,35,69.09,381,440.73,346,954.72,43,241.88,,,,,6,128.95,24,599.92,12,710.36,27,288.58,,,,,,,16,755.47,8,996.8,16,188.63,,,,,,,8,422.9,12,437.86,,,112,78.36,,,,,10,25.03,40,141.02,62,661.43,46,65.73,,,,,,,18,139.23,25,646.71,66,90.55,,,,,7,35.75,22,142.57,59,282.64,37,671.75,149,109.93,,,,,6,15.18,31,83.31,112,650.01,74,114.18,,,,,5,26.06,23,134.65,46,638.55,75,106.03,,,,,,,8,39.65,74,246.23,66,658.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,189.17,,,,,,,10,317.93,38,"4,195.63",30,235.41,,,,,,,8,548.99,21,"5,323.26",18,142.66,,,,,,,,,18,838.67,16,"3,280.43"
Heart Failure,Hospitalization,2017,Supervisorial District 4,SupervisorDistrict,4TH SUPERVISORIAL DIST,4,NA,Supervisorial District 4,"1,648",235.59,215.71,,,,,74,34.91,523,314.85,"1,042","1,076.37",925,260.52,262.63,,,,,47,42.55,367,430.1,506,"1,163.62",723,209.9,170.6,,,,,27,26.7,157,193.4,693,516.07,537,"1,005.35",796,236.77,,,,,16,15.22,189,212.76,592,921.9,423,242.11,,,,,10,18,137,286.91,275,930.55,374,231.01,,,,,6,12.07,51,126.01,368,487.65,316,914.5,345,753.35,,,,,29,216.07,181,"1,490.47",133,"2,535.45",215,890.45,,,,,15,208.35,122,"1,870.29",77,"3,214.66",130,600.72,,,,,14,225.35,60,"1,053.06",116,"1,363.28",57,"1,973.25",261,122,,,,,16,25.75,86,205.13,156,"1,065.93",148,138.76,,,,,12,36.71,61,300.27,73,"1,188.64",113,105.28,,,,,,,25,116.04,108,358.67,83,977.68,151,191.57,,,,,7,28.7,37,190.43,106,919.4,79,212.89,,,,,5,42.18,28,312.59,46,964.22,72,172.5,,,,,,,10,90.41,70,397.35,60,887.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,317.92,,,,,6,99.7,21,704.54,39,"4,372.51",45,411.69,,,,,5,164.35,14,944.72,26,"6,178.13",25,225.54,,,,,,,8,483.74,21,"1,027.09",14,"2,820.21"
Heart Failure,Hospitalization,2017,Supervisorial District 5,SupervisorDistrict,5TH SUPERVISORIAL DIST,5,NA,Supervisorial District 5,"1,340",200.56,174.73,,,,,34,20.78,287,177.13,"1,013","1,034.57",725,214.71,217.82,,,,,21,25.1,173,219.91,527,"1,214.26",615,186.09,139.82,,,,,13,16.29,113,136.5,598,435.39,485,891.22,923,257.42,,,,,,,152,155.44,764,"1,045.65",492,267.95,,,,,,,89,183.22,398,"1,200.51",431,246.37,,,,,,,62,127.78,429,482.9,366,917.16,60,272.17,,,,,6,104.67,31,618.03,23,"1,088.37",44,372.71,,,,,6,187.75,24,924.55,14,"1,465.59",16,155.5,,,,,,,7,285.38,16,445.43,9,775.17,212,97.69,,,,,10,18.58,62,145.66,136,972.43,120,110.76,,,,,6,22.52,37,181.74,77,"1,299.63",91,84.57,,,,,,,25,112.9,84,277.83,59,732.03,101,215.08,,,,,12,88.65,31,232.97,59,795.82,44,204.69,,,,,6,93.39,19,331.75,20,699.3,57,223.91,,,,,6,84.54,12,158.53,51,419.24,39,854.89,6,160.44,,,,,,,,,,,,,,,,,,,,,,,5,281.65,,,,,,,,,5,661.75,,,34,168.28,,,,,,,6,249.13,25,"2,894.76",20,200.68,,,,,,,,,16,"3,944.05",14,135.67,,,,,,,,,13,672.71,10,"2,022.16"
Heart Failure,Hospitalization,2017,City of Carlsbad,Municipal,CARLSBAD,1,NA,NA,198,174.02,132.03,,,,,,,28,87.3,169,900.8,106,189.91,164.22,,,,,,,19,122.12,87,"1,020.14",91,158.61,106.4,,,,,,,9,54.48,91,338.6,82,801.74,166,208.99,,,,,,,16,66.64,150,953.46,85,215.24,,,,,,,12,101.3,73,"1,002.32",81,202.82,,,,,,,,,81,390.37,77,911.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42.65,,,,,,,,,6,436.2,,,,,,,,,,,,,,,,,,,,,,,,,,,17,180.82,,,,,,,8,270.24,9,685.16,12,278.34,,,,,,,6,466.07,6,"1,167.72",5,98.34,,,,,,,,,5,202.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Hospitalization,2017,City of Chula Vista,Municipal,CHULA VISTA,2,NA,NA,800,298.73,324.23,,,,,37,53.95,168,267.4,591,"1,923",429,325.5,396.4,,,,,18,53.2,119,388.64,291,"2,197.41",372,272.84,263.83,,,,,19,54.71,50,153.59,351,700.98,301,"1,715.85",251,494.34,,,,,7,56.61,34,235.05,210,"1,899.52",148,565.13,,,,,7,106.21,27,350.38,114,"2,144.15",103,418.8,,,,,,,7,105.79,103,820.63,96,"1,671.28",36,313.05,,,,,,,21,706.89,13,"1,195.92",16,277.8,,,,,,,10,642.31,6,"1,113.75",19,350.85,,,,,,,11,778.1,18,924.38,8,"1,270.51",367,228.08,,,,,21,50.14,90,260.88,253,"1,981.76",193,247.43,,,,,7,34.21,63,391.4,122,"2,430.59",174,209.86,,,,,14,65.31,27,146.16,158,604.33,131,"1,691.21",103,280.87,,,,,7,68.48,9,88.37,87,"1,634.22",45,254.58,,,,,,,7,147.85,35,"1,626.2",58,304.87,,,,,,,,,54,632.66,52,"1,639.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,477.26,,,,,,,13,"1,450.1",22,"6,450.63",23,607.16,,,,,,,12,"2,788.21",10,"6,628.12",13,349.09,,,,,,,,,13,"2,029.66",12,"6,312.89"
Heart Failure,Hospitalization,2017,City of Coronado,Municipal,CORONADO,3,NA,NA,27,110.01,83.72,,,,,,,,,26,695.56,8,55.44,60.97,,,,,,,,,7,411.04,19,187.9,98.98,,,,,,,,,19,413.04,19,933.66,24,139.91,,,,,,,,,23,687.39,8,80.46,,,,,,,,,7,455.43,16,221.88,,,,,,,,,16,423.28,16,884.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
